First Name,Last Name,Gender,Date of Birth,Age in Yrs.,Weight in Kgs.,Date of Joining,Year of Joining,DOW of Joining,Age in Company (Years),Initial Salary,Salary increase % ,State,Region
Richie,Keating,M,3/14/1982,35.4,74,2/18/2017,2017,Saturday,0.44,76418,25%,PA,Northeast
Jackqueline,Hollingsworth,F,7/12/1977,40.07,56,5/24/2001,2001,Thursday,16.19,194376,16%,TN,South
Edwin,Cameron,M,12/2/1981,35.68,50,9/21/2009,2009,Monday,7.85,176782,16%,VA,South
Austin,Renfro,F,11/17/1990,26.71,55,12/8/2016,2016,Thursday,0.64,50727,13%,VT,Northeast
Kurt,Driver,M,11/26/1971,45.7,70,3/10/2008,2008,Monday,9.39,75403,12%,KY,South
Miranda,Huber,F,7/20/1976,41.05,44,7/11/2016,2016,Monday,1.05,51833,9%,LA,South
Darren,Mosby,M,11/5/1979,37.75,56,10/4/2002,2002,Friday,14.82,121168,4%,OR,West
Kristofer,Houghton,M,11/10/1993,23.73,78,1/19/2015,2015,Monday,2.52,107295,2%,AZ,West
Keneth,Edmonds,M,10/20/1959,57.81,85,10/24/1991,1991,Thursday,25.78,116521,8%,PA,Northeast
Marshall,Martell,M,12/4/1984,32.67,73,5/18/2006,2006,Thursday,11.2,136019,14%,MD,South
Ezra,Bower,M,5/9/1980,37.24,77,10/27/2012,2012,Saturday,4.75,85991,17%,OK,South
Gabriela,Watt,F,3/19/1987,30.38,53,9/21/2010,2010,Tuesday,6.85,80674,8%,VA,South
Gerard,Libby,M,10/20/1993,23.79,61,1/28/2017,2017,Saturday,0.5,152828,17%,SD,Midwest
Granville,Whatley,M,1/21/1966,51.55,79,10/10/2009,2009,Saturday,7.8,197765,6%,MN,Midwest
Kina,Southern,F,11/18/1965,51.73,54,9/24/1989,1989,Sunday,27.86,68763,16%,CA,West
Stewart,Logan,M,9/30/1968,48.86,51,8/2/1993,1993,Monday,24,148337,26%,AZ,West
Johnie,Willson,F,4/1/1976,41.35,51,5/10/2001,2001,Thursday,16.23,101910,14%,PA,Northeast
Erik,Lowery,M,7/12/1976,41.07,83,8/30/2001,2001,Thursday,15.92,94306,18%,AZ,West
Perry,Singer,M,12/7/1977,39.67,78,9/14/2009,2009,Monday,7.87,67772,10%,NY,Northeast
Piedad,Quigley,F,3/31/1961,56.36,54,5/27/1997,1997,Tuesday,20.18,165410,4%,NY,Northeast
Margery,Goddard,F,3/31/1995,22.34,54,6/12/2016,2016,Sunday,1.13,48388,0%,SD,Midwest
Darcy,Hammons,F,9/13/1990,26.89,44,12/25/2016,2016,Sunday,0.59,141785,2%,AL,South
Alysha,Knowlton,F,9/4/1980,36.92,47,5/8/2008,2008,Thursday,9.23,144593,19%,VT,Northeast
Gabriel,Kirkwood,F,12/19/1992,24.62,50,8/23/2015,2015,Sunday,1.93,117175,2%,WV,South
Devin,Lankford,F,4/30/1993,24.26,42,5/1/2016,2016,Sunday,1.24,166413,1%,TX,South
Timmy,Bauer,M,3/10/1959,58.42,73,10/28/1984,1984,Sunday,32.77,67751,23%,WI,Midwest
Lieselotte,Moyer,F,5/15/1958,59.24,53,1/5/1992,1992,Sunday,25.58,46577,20%,UT,West
Abraham,Hanley,M,3/28/1961,56.37,84,4/27/2005,2005,Wednesday,12.26,131572,30%,CA,West
Keri,Gabriel,F,11/12/1981,35.73,46,11/5/2005,2005,Saturday,11.73,42164,15%,NY,Northeast
Ned,Calhoun,M,3/31/1984,33.35,80,7/14/2011,2011,Thursday,6.04,83659,9%,WV,South
Alena,Hutcheson,F,11/1/1973,43.77,54,1/4/2017,2017,Wednesday,0.56,149361,21%,CA,West
Delila,Bower,F,10/1/1963,53.86,43,8/8/2016,2016,Monday,0.97,51698,7%,NY,Northeast
Samella,Herrick,F,7/27/1982,35.03,42,12/14/2013,2013,Saturday,3.62,116357,29%,TX,South
Esta,Brandenburg,F,6/23/1988,29.12,58,8/23/2013,2013,Friday,3.93,77370,16%,KY,South
Rupert,Montoya,M,1/24/1993,24.52,51,9/16/2015,2015,Wednesday,1.87,199360,15%,AR,South
Marleen,Coble,F,4/1/1967,50.36,43,3/24/2002,2002,Sunday,15.36,168305,14%,AZ,West
Kerry,Richter,M,1/15/1969,48.56,75,2/14/2011,2011,Monday,6.45,126735,11%,KS,Midwest
Coy,Quinlan,M,3/2/1968,49.44,63,6/11/2015,2015,Thursday,2.13,125653,4%,TN,South
Jenice,Mcelroy,F,8/29/1982,34.94,45,12/31/2015,2015,Thursday,1.58,176271,13%,MD,South
August,Darnell,M,12/13/1982,34.65,89,12/25/2014,2014,Thursday,2.59,72298,25%,IL,Midwest
Cory,Lapointe,M,3/20/1964,53.39,54,7/19/1985,1985,Friday,32.05,150572,3%,AR,South
Leslie,Dell,M,10/22/1973,43.79,79,10/30/2002,2002,Wednesday,14.75,86680,17%,IL,Midwest
Sheena,Pepper,F,4/16/1968,49.32,48,6/23/2010,2010,Wednesday,7.1,75572,12%,AL,South
Clinton,Stillman,M,1/27/1969,48.53,79,11/27/2008,2008,Thursday,8.67,107246,18%,CT,Northeast
Faustino,Mchenry,M,11/22/1981,35.7,56,4/25/2016,2016,Monday,1.26,87176,7%,NY,Northeast
Katherine,Montano,F,9/2/1973,43.93,60,8/18/2011,2011,Thursday,5.95,192532,7%,CA,West
Iliana,Couch,F,3/29/1976,41.36,52,2/5/2008,2008,Tuesday,9.48,51024,10%,MN,Midwest
Honey,Burgess,F,4/15/1967,50.32,60,11/10/1999,1999,Wednesday,17.73,141866,28%,MA,Northeast
Tierra,Flournoy,F,4/7/1968,49.34,52,8/4/1992,1992,Tuesday,25,140385,29%,GA,South
Lydia,Forsythe,F,3/28/1990,27.35,43,9/4/2016,2016,Sunday,0.9,81695,3%,GA,South
Clarence,Haggerty,M,12/9/1974,42.66,61,8/25/1999,1999,Wednesday,17.94,117168,27%,MS,South
Justa,Scribner,F,4/5/1966,51.35,50,9/25/1996,1996,Wednesday,20.85,142537,2%,IL,Midwest
Odelia,Watt,F,5/1/1977,40.27,49,11/29/2016,2016,Tuesday,0.66,61067,13%,WA,West
Raphael,Morehead,M,10/6/1963,53.85,80,3/6/2011,2011,Sunday,6.4,111562,6%,ME,Northeast
Cris,Covert,F,5/24/1972,45.21,43,8/4/2006,2006,Friday,10.99,51824,6%,KS,Midwest
Stefanie,Creel,F,2/25/1960,57.46,45,3/29/1995,1995,Wednesday,22.35,145792,17%,FL,South
Wilburn,Becnel,M,6/25/1995,22.11,53,6/20/2016,2016,Monday,1.1,189624,25%,PA,Northeast
Leia,Luis,F,8/31/1966,50.94,45,10/17/2002,2002,Thursday,14.79,150932,20%,IL,Midwest
Svetlana,Hundley,F,9/28/1957,59.87,43,4/15/2017,2017,Saturday,0.28,138600,4%,MI,Midwest
Tommy,Rojas,M,2/2/1968,49.52,71,6/23/2007,2007,Saturday,10.1,110819,27%,OK,South
Billy,Sanderson,F,12/28/1960,56.62,41,4/10/1999,1999,Saturday,18.31,138486,15%,OR,West
Royal,Gil,M,2/20/1989,28.45,77,9/25/2011,2011,Sunday,5.84,172509,29%,UT,West
Ella,Alvarez,F,9/14/1959,57.91,51,4/1/2010,2010,Thursday,7.33,189377,21%,VA,South
Jame,Bowler,M,9/14/1975,41.9,83,3/14/2011,2011,Monday,6.38,131966,9%,TX,South
Eliza,Irvin,F,5/30/1978,39.19,43,1/28/2015,2015,Wednesday,2.5,74617,16%,CA,West
Kerry,Clawson,F,8/30/1958,58.95,40,4/23/1980,1980,Wednesday,37.29,85404,9%,OK,South
Kristal,Donovan,F,2/9/1988,29.48,54,2/26/2015,2015,Thursday,2.42,46821,14%,FL,South
Brant,Engle,M,8/6/1993,23.99,84,3/27/2015,2015,Friday,2.34,51233,25%,MT,West
Chang,Dobbs,M,3/25/1987,30.36,70,12/11/2010,2010,Saturday,6.63,122011,18%,NE,Midwest
Marybeth,Girard,F,4/26/1993,24.27,55,5/9/2015,2015,Saturday,2.22,87637,11%,MN,Midwest
Robert,Marchand,F,6/18/1975,42.14,45,7/6/2005,2005,Wednesday,12.07,126881,23%,TX,South
Thanh,Lemus,M,11/23/1959,57.72,77,6/15/1998,1998,Monday,19.13,70779,22%,MN,Midwest
Adam,Rosen,M,4/13/1976,41.32,64,12/19/1999,1999,Sunday,17.62,124193,26%,SC,South
Maida,Simon,F,7/26/1992,25.02,49,1/9/2015,2015,Friday,2.55,98630,7%,CO,West
Cleotilde,Amato,F,4/13/1991,26.31,45,10/3/2012,2012,Wednesday,4.82,81285,19%,WI,Midwest
Gustavo,Glass,M,8/9/1993,23.98,70,1/10/2017,2017,Tuesday,0.55,125419,28%,FL,South
Gilbert,Vines,M,3/27/1964,53.37,61,10/3/1999,1999,Sunday,17.83,86719,6%,AZ,West
Antone,Griffin,M,7/14/1968,49.07,52,8/31/2009,2009,Monday,7.91,191714,19%,GA,South
Bernardo,Shockley,M,10/8/1988,28.82,85,1/27/2016,2016,Wednesday,1.5,60043,7%,CT,Northeast
Mina,Yoon,F,5/8/1985,32.24,58,1/7/2008,2008,Monday,9.56,95122,28%,TX,South
Isela,Sparkman,F,2/11/1980,37.48,43,6/13/2009,2009,Saturday,8.13,179680,29%,CA,West
Rayford,Morrison,M,7/16/1987,30.05,76,7/10/2015,2015,Friday,2.05,106623,10%,ME,Northeast
Apryl,Crow,F,3/15/1980,37.39,50,4/28/2003,2003,Monday,14.26,93945,17%,TX,South
Jeni,Cornett,F,8/28/1967,49.95,50,5/19/2002,2002,Sunday,15.2,57516,27%,NY,Northeast
Mervin,Gill,M,11/7/1965,51.76,90,4/17/1995,1995,Monday,22.3,140191,12%,NY,Northeast
Vanessa,Justus,F,9/19/1994,22.87,52,3/6/2016,2016,Sunday,1.39,82003,28%,WV,South
Kimberley,Zimmer,F,6/18/1978,39.14,57,9/23/2009,2009,Wednesday,7.85,157065,7%,KS,Midwest
Leonila,Tinker,F,7/12/1978,39.07,49,2/21/2006,2006,Tuesday,11.44,100386,0%,ND,Midwest
Chantell,Ballinger,F,8/31/1990,26.93,42,2/19/2017,2017,Sunday,0.44,154905,0%,KY,South
Eloy,Garrett,M,5/27/1989,28.19,73,7/6/2015,2015,Monday,2.06,127901,19%,IN,Midwest
Edris,Beers,F,7/22/1977,40.04,58,1/30/2000,2000,Sunday,17.5,109254,22%,OK,South
Madeline,Lind,F,1/6/1964,53.59,59,8/5/2000,2000,Saturday,16.99,174169,27%,MA,Northeast
Benito,Maas,M,9/25/1958,58.88,53,6/4/1992,1992,Thursday,25.16,182503,17%,NY,Northeast
Dione,Stowers,F,8/31/1966,50.94,48,6/27/1988,1988,Monday,29.1,138272,21%,IA,Midwest
Brianna,Markley,F,2/5/1972,45.51,56,6/4/2007,2007,Monday,10.16,158649,21%,TX,South
Sheilah,Wicks,F,7/26/1992,25.02,48,9/19/2013,2013,Thursday,3.86,144460,18%,KS,Midwest
Gary,Aquino,F,6/20/1979,38.13,55,6/2/2010,2010,Wednesday,7.16,116197,20%,WV,South
Carmon,Dykes,F,10/11/1975,41.82,45,8/23/2015,2015,Sunday,1.93,43477,22%,GA,South
Hannelore,Siler,F,10/18/1976,40.8,60,9/1/2006,2006,Friday,10.91,84165,21%,LA,South
Gerry,Atwood,M,9/26/1962,54.87,80,1/9/1996,1996,Tuesday,21.56,44513,20%,MD,South
Zane,Diehl,M,4/5/1958,59.35,56,5/22/1996,1996,Wednesday,21.2,146232,20%,WV,South
Gracie,Shelly,F,10/17/1983,33.8,51,9/20/2009,2009,Sunday,7.86,162785,12%,WI,Midwest
Mac,Billingsley,M,12/31/1967,49.61,56,5/4/2017,2017,Thursday,0.23,98000,28%,NV,West
Denyse,Colwell,F,6/2/1973,44.18,57,2/8/2002,2002,Friday,15.48,47736,11%,IL,Midwest
Galen,Noe,M,10/7/1966,50.84,75,1/26/2015,2015,Monday,2.5,42383,15%,MN,Midwest
Elmira,Homer,F,12/31/1972,44.6,56,9/29/2001,2001,Saturday,15.84,156869,14%,PA,Northeast
Nubia,Melendez,F,2/13/1981,36.48,46,5/23/2017,2017,Tuesday,0.18,148131,17%,NY,Northeast
Lady,Keeton,F,8/5/1992,24.99,40,3/25/2017,2017,Saturday,0.34,160193,11%,MI,Midwest
Buffy,Null,F,7/20/1989,28.04,54,4/19/2015,2015,Sunday,2.28,76458,30%,KY,South
Simon,Bundy,M,5/22/1960,57.22,90,12/7/2014,2014,Sunday,2.64,100308,25%,WV,South
Rosalinda,Aguirre,F,3/28/1974,43.36,51,11/29/1998,1998,Sunday,18.67,60819,1%,PA,Northeast
Lonnie,Peak,M,9/15/1993,23.88,79,7/26/2016,2016,Tuesday,1.01,113105,14%,MO,Midwest
Rosendo,Stuart,M,7/23/1982,35.04,59,3/26/2012,2012,Monday,5.34,64794,14%,CA,West
Josef,Lowe,M,3/7/1978,39.42,57,11/9/2002,2002,Saturday,14.73,154091,6%,IA,Midwest
Randall,Gage,M,6/29/1964,53.12,64,1/10/2008,2008,Thursday,9.55,43105,19%,MD,South
Yuonne,Kraft,F,3/8/1975,42.42,55,9/14/1999,1999,Tuesday,17.88,95348,24%,KY,South
Rosa,Irons,F,7/19/1970,47.06,45,5/16/2000,2000,Tuesday,17.21,50759,14%,KY,South
Valeri,Ingraham,F,5/19/1976,41.22,56,6/5/2007,2007,Tuesday,10.15,118108,19%,AL,South
Janae,Wagoner,F,8/25/1969,47.96,49,5/29/2010,2010,Saturday,7.17,105312,14%,TX,South
Paul,Isom,M,11/22/1979,37.71,53,11/3/2011,2011,Thursday,5.74,85956,1%,SC,South
Katheryn,Schaefer,F,8/17/1988,28.96,42,8/28/2014,2014,Thursday,2.92,67256,19%,IA,Midwest
Luz,Liddell,F,3/13/1959,58.42,49,5/21/2017,2017,Sunday,0.19,143659,17%,OH,Midwest
Rudolph,Blaylock,M,7/30/1988,29.01,79,5/4/2016,2016,Wednesday,1.23,163542,19%,IL,Midwest
Micheal,Narvaez,M,10/5/1958,58.85,50,12/25/1994,1994,Sunday,22.61,186619,2%,NY,Northeast
Harlan,Close,M,10/29/1984,32.77,65,11/5/2005,2005,Saturday,11.73,99214,6%,PA,Northeast
Judi,Bertram,F,7/17/1965,52.07,60,8/16/1992,1992,Sunday,24.96,45948,29%,LA,South
Linn,Godfrey,F,10/16/1981,35.81,48,4/29/2011,2011,Friday,6.25,182180,14%,AR,South
Steve,Person,M,2/10/1985,32.48,50,1/28/2009,2009,Wednesday,8.5,194181,25%,ID,West
Benita,Hook,F,6/25/1995,22.11,57,8/18/2016,2016,Thursday,0.94,86097,11%,FL,South
Sharlene,Christiansen,F,8/13/1971,45.99,52,6/15/2003,2003,Sunday,14.13,96589,22%,FL,South
Blair,Hostetler,M,11/14/1968,48.73,87,6/2/2015,2015,Tuesday,2.16,196392,13%,AL,South
Rhett,Coley,M,5/13/1962,55.25,83,11/17/1988,1988,Thursday,28.71,173146,4%,CA,West
Edmundo,Stricklin,M,10/28/1969,47.78,73,9/25/2003,2003,Thursday,13.85,124399,2%,IN,Midwest
Carlton,Givens,M,4/25/1988,29.28,75,5/13/2012,2012,Sunday,5.21,96097,20%,LA,South
Tawanna,Sherry,F,1/5/1970,47.59,59,12/3/2012,2012,Monday,4.65,54626,21%,CA,West
Amy,Glasgow,F,4/17/1994,23.3,49,9/13/2016,2016,Tuesday,0.87,108170,14%,TX,South
Mel,Belanger,M,5/22/1984,33.21,86,10/27/2012,2012,Saturday,4.75,70145,2%,MD,South
Tyree,Saucier,M,10/28/1963,53.79,79,12/9/2000,2000,Saturday,16.64,86396,2%,WI,Midwest
Marshall,Bruner,M,7/12/1986,31.07,68,5/29/2014,2014,Thursday,3.17,161110,15%,NC,South
Fausto,Shultz,M,10/15/1975,41.81,58,6/29/2001,2001,Friday,16.09,76569,3%,GA,South
Aracelis,Sorensen,F,8/19/1989,27.96,47,7/2/2016,2016,Saturday,1.07,141393,4%,FL,South
Kimber,Newkirk,F,12/25/1958,58.63,55,3/9/2003,2003,Sunday,14.4,143318,6%,OK,South
Tomas,Dewitt,M,5/12/1981,36.24,75,5/14/2015,2015,Thursday,2.21,178354,15%,NC,South
Alvaro,Mchenry,M,2/16/1963,54.48,71,2/7/1989,1989,Tuesday,28.49,140814,7%,MI,Midwest
Leanne,Ragland,F,5/6/1985,32.25,57,4/7/2014,2014,Monday,3.31,120730,18%,VT,Northeast
Darius,Hale,M,11/28/1971,45.7,82,7/14/2002,2002,Sunday,15.05,49097,18%,IA,Midwest
Mozelle,Hamby,F,7/13/1976,41.07,58,4/22/2000,2000,Saturday,17.28,169649,11%,WV,South
Shila,Speed,F,8/8/1959,58.01,44,1/12/2004,2004,Monday,13.55,121031,27%,KS,Midwest
Jayna,Skidmore,F,3/9/1962,55.42,46,3/25/1997,1997,Tuesday,20.36,197775,3%,IL,Midwest
Tory,Perreault,M,6/13/1996,21.14,62,7/18/2017,2017,Tuesday,0.03,124877,24%,NC,South
Lekisha,Bankston,F,9/3/1994,22.92,59,3/23/2016,2016,Wednesday,1.35,181567,21%,IL,Midwest
Evangelina,Shrader,F,12/26/1973,43.62,44,5/27/2006,2006,Saturday,11.18,47502,10%,KY,South
Quinton,Wicker,M,2/20/1960,57.47,56,11/18/1994,1994,Friday,22.71,91677,21%,TX,South
Hong,Henry,M,9/28/1963,53.87,86,7/4/2004,2004,Sunday,13.07,183207,11%,MO,Midwest
Dorsey,Kendall,M,7/29/1961,56.04,79,5/20/2001,2001,Sunday,16.2,186462,4%,VA,South
Rosita,Flaherty,F,1/26/1962,55.54,57,2/5/2006,2006,Sunday,11.48,173171,21%,IN,Midwest
Aubrey,Donahue,M,1/27/1971,46.53,88,11/15/2010,2010,Monday,6.7,133621,30%,GA,South
Dick,Hubert,M,7/8/1995,22.07,66,7/17/2017,2017,Monday,0.03,120540,1%,IL,Midwest
Tracy,Florez,F,7/20/1959,58.06,48,7/26/1981,1981,Sunday,36.03,64968,25%,HI,West
Amado,Boudreaux,M,1/28/1963,54.53,71,3/6/2004,2004,Saturday,13.4,66128,17%,CA,West
Hsiu,Mcneil,F,3/31/1958,59.37,49,7/23/2010,2010,Friday,7.02,149318,20%,FL,South
Brenton,Medina,M,11/23/1994,22.69,50,4/27/2017,2017,Thursday,0.25,69740,6%,TN,South
Myong,Wagner,F,1/29/1974,43.52,50,9/21/2003,2003,Sunday,13.86,108502,30%,NY,Northeast
Joette,Carney,F,3/31/1963,54.36,42,1/4/2013,2013,Friday,4.56,142129,12%,ME,Northeast
Annett,Saavedra,F,9/11/1992,24.89,56,3/15/2016,2016,Tuesday,1.37,141511,11%,MD,South
Donald,Borden,F,8/25/1977,39.95,41,7/18/2008,2008,Friday,9.03,112573,17%,SC,South
Eileen,Jasso,F,4/2/1991,26.34,53,3/10/2013,2013,Sunday,4.39,121760,25%,PA,Northeast
Lavelle,Montano,F,4/11/1993,24.31,51,3/23/2016,2016,Wednesday,1.35,197081,20%,MS,South
Steven,Teeter,F,12/10/1960,56.67,44,7/15/1998,1998,Wednesday,19.05,52477,19%,WI,Midwest
Brandon,Villagomez,F,10/12/1974,42.82,44,1/27/1998,1998,Tuesday,19.51,192214,1%,CT,Northeast
Lannie,Koontz,F,4/9/1978,39.33,55,3/18/2007,2007,Sunday,10.37,165222,21%,TX,South
Richard,Lessard,F,11/27/1991,25.68,42,12/1/2012,2012,Saturday,4.66,59546,9%,TX,South
Keenan,Mccann,M,3/22/1974,43.38,63,11/10/1999,1999,Wednesday,17.73,46522,4%,NC,South
Noe,Lopes,M,1/20/1974,43.55,62,12/3/1995,1995,Sunday,21.67,65741,5%,ND,Midwest
Jesse,Culbertson,M,11/28/1980,36.69,53,11/25/2003,2003,Tuesday,13.68,57646,13%,NJ,Northeast
Abby,Gomez,F,4/21/1981,36.29,46,12/18/2015,2015,Friday,1.61,123249,27%,GA,South
Kieth,Nickerson,M,3/31/1959,58.37,88,10/23/1980,1980,Thursday,36.79,192486,9%,KY,South
Evan,Tomlin,M,6/17/1978,39.14,70,3/15/2010,2010,Monday,7.38,96642,12%,NY,Northeast
Malcolm,Elizondo,M,2/2/1987,30.5,51,8/18/2014,2014,Monday,2.95,198576,2%,DC,South
Orville,Pereira,M,8/22/1969,47.96,84,2/24/1994,1994,Thursday,23.44,159565,11%,PA,Northeast
Jewell,Qualls,M,6/28/1989,28.1,56,9/5/2015,2015,Saturday,1.9,186235,28%,TN,South
Nancy,Watt,F,9/19/1986,30.88,43,4/27/2011,2011,Wednesday,6.26,167311,23%,MA,Northeast
Delilah,Jimenez,F,4/28/1985,32.27,46,12/26/2011,2011,Monday,5.59,190830,21%,IL,Midwest
Verda,Oswalt,F,7/22/1970,47.05,56,10/27/1995,1995,Friday,21.77,90026,18%,AK,West
Louie,Lancaster,M,11/21/1992,24.7,59,5/20/2015,2015,Wednesday,2.19,73169,8%,TX,South
Marion,Kovach,M,10/20/1973,43.8,87,8/31/2012,2012,Friday,4.91,71543,29%,CA,West
Elisha,Goodrich,M,3/29/1984,33.35,84,3/29/2010,2010,Monday,7.34,63014,17%,MD,South
Marlin,Shorter,M,9/9/1983,33.91,63,6/4/2011,2011,Saturday,6.15,158824,24%,WI,Midwest
Pamala,Gilliam,F,3/9/1966,51.42,56,3/2/2011,2011,Wednesday,6.41,50723,11%,OH,Midwest
Maybell,Bechtel,F,5/19/1988,29.21,53,4/24/2014,2014,Thursday,3.26,107046,15%,NM,West
Cheree,Ralph,F,1/26/1993,24.52,57,9/17/2014,2014,Wednesday,2.86,92014,16%,TX,South
Otha,Young,M,3/8/1975,42.42,51,11/13/2002,2002,Wednesday,14.72,185303,16%,CA,West
Cletus,Shay,M,6/7/1994,23.16,73,3/18/2017,2017,Saturday,0.36,150858,17%,WI,Midwest
Ernestina,Monaco,F,5/30/1977,40.19,50,2/11/2006,2006,Saturday,11.47,107930,2%,WA,West
Clarence,Sales,M,3/9/1963,54.42,79,1/21/1987,1987,Wednesday,30.54,185495,20%,LA,South
Vernie,Nielson,F,2/17/1975,42.47,52,7/10/2011,2011,Sunday,6.05,136464,19%,AL,South
Hassan,Click,M,8/30/1958,58.95,79,12/28/1986,1986,Sunday,30.6,122569,1%,KY,South
Nita,Samuel,F,7/16/1961,56.07,57,11/12/1985,1985,Tuesday,31.73,117213,14%,MO,Midwest
Jules,Outlaw,M,7/2/1963,54.11,58,7/6/1994,1994,Wednesday,23.08,104402,4%,OH,Midwest
Branden,Britton,M,2/13/1980,37.48,53,5/6/2009,2009,Wednesday,8.23,99467,18%,OH,Midwest
Derek,Reeves,M,2/14/1984,33.47,71,3/29/2014,2014,Saturday,3.33,154380,6%,MO,Midwest
Antione,Madden,M,8/22/1976,40.96,61,12/30/2005,2005,Friday,11.58,139320,7%,MT,West
Tran,Boswell,F,2/3/1966,51.52,44,11/11/2001,2001,Sunday,15.72,45466,13%,KS,Midwest
Len,Overby,M,9/27/1972,44.86,79,8/30/2005,2005,Tuesday,11.92,134126,4%,WA,West
Rosio,Nava,F,1/15/1992,25.55,51,1/29/2013,2013,Tuesday,4.5,196848,18%,PA,Northeast
Isaac,Earnest,M,5/18/1976,41.22,79,4/22/2006,2006,Saturday,11.27,92579,4%,OK,South
Cedric,Webster,M,8/19/1982,34.96,88,11/17/2006,2006,Friday,10.7,143697,18%,OH,Midwest
Marc,Hartman,M,1/13/1980,37.56,50,4/15/2003,2003,Tuesday,14.3,165412,2%,MA,Northeast
Tamiko,Aaron,F,12/13/1991,25.64,52,8/22/2016,2016,Monday,0.93,125061,20%,ME,Northeast
Marshall,Baumgardner,F,8/9/1968,49,45,3/27/1991,1991,Wednesday,26.36,121727,16%,WV,South
Fred,Bagwell,M,12/4/1966,50.68,84,11/10/2005,2005,Thursday,11.72,174884,0%,WA,West
Desmond,Moen,M,1/23/1976,41.54,78,8/24/2015,2015,Monday,1.93,75950,11%,CO,West
Pamelia,Newby,F,4/2/1984,33.34,55,3/2/2012,2012,Friday,5.41,101139,11%,ND,Midwest
Eldon,Ketchum,M,11/25/1995,21.69,64,3/22/2017,2017,Wednesday,0.35,150408,29%,IA,Midwest
Jacquiline,Gleason,F,4/30/1990,27.26,52,2/11/2015,2015,Wednesday,2.46,98101,8%,TX,South
Raul,Morin,M,5/5/1979,38.26,82,7/20/2015,2015,Monday,2.02,158527,11%,MA,Northeast
Catherine,Monroe,F,9/13/1979,37.9,46,2/13/2017,2017,Monday,0.45,176732,10%,IA,Midwest
Connie,Catron,F,2/26/1960,57.46,51,1/2/2010,2010,Saturday,7.57,113668,7%,GA,South
Homer,Still,M,5/16/1988,29.22,54,2/13/2015,2015,Friday,2.45,158201,5%,IA,Midwest
Earlie,Barry,F,5/20/1994,23.21,51,11/7/2015,2015,Saturday,1.72,168579,18%,FL,South
Elden,Cantu,M,11/30/1979,37.68,85,9/17/2007,2007,Monday,9.87,95521,30%,IL,Midwest
Burton,Coates,M,11/8/1992,24.73,80,2/10/2015,2015,Tuesday,2.46,70465,19%,OH,Midwest
Kevin,Paquette,M,3/3/1975,42.43,76,8/17/2002,2002,Saturday,14.96,68318,11%,NC,South
Alina,Ladd,F,3/14/1992,25.39,49,1/11/2016,2016,Monday,1.55,176703,11%,ID,West
Renda,Kern,F,11/18/1957,59.73,44,2/24/1996,1996,Saturday,21.44,95719,3%,NJ,Northeast
Weston,Ng,M,11/18/1967,49.73,53,9/18/1998,1998,Friday,18.87,196160,7%,PA,Northeast
Linsey,Mueller,F,11/29/1984,32.68,52,2/19/2009,2009,Thursday,8.44,152370,22%,VA,South
Tristan,Nason,M,10/12/1968,48.82,63,11/29/2016,2016,Tuesday,0.66,181151,29%,AZ,West
Tresa,Matos,F,5/25/1994,23.19,49,3/10/2016,2016,Thursday,1.38,152571,21%,PA,Northeast
Edmundo,Hamilton,M,9/15/1988,28.88,88,5/5/2012,2012,Saturday,5.23,175018,24%,AZ,West
Eldon,Blalock,M,6/17/1974,43.14,77,5/9/2005,2005,Monday,12.23,127552,12%,NM,West
Neil,Seymore,M,7/25/1964,53.04,53,7/7/2004,2004,Wednesday,13.07,80330,28%,CA,West
Tonja,Mcgowan,F,9/20/1985,31.87,58,11/18/2013,2013,Monday,3.69,60852,24%,WI,Midwest
Jannet,Leroy,F,2/24/1979,38.45,59,1/22/2012,2012,Sunday,5.52,72714,17%,WV,South
Roselia,Escalante,F,9/27/1959,57.87,57,12/8/1983,1983,Thursday,33.66,166844,30%,WA,West
Vern,Jacobson,M,1/4/1967,50.6,51,6/4/2016,2016,Saturday,1.15,165307,22%,ID,West
Keenan,Deal,M,11/16/1974,42.73,50,11/30/2006,2006,Thursday,10.67,197369,30%,NY,Northeast
Eliana,Garner,F,9/11/1975,41.91,60,4/17/1998,1998,Friday,19.29,128830,17%,VA,South
Melvin,Barbour,M,4/6/1996,21.32,58,5/21/2017,2017,Sunday,0.19,81504,24%,MI,Midwest
Anya,Copeland,F,1/20/1969,48.55,54,7/9/1993,1993,Friday,24.07,52300,14%,MO,Midwest
Roxane,Beatty,F,4/10/1976,41.33,55,6/24/2003,2003,Tuesday,14.1,83457,21%,CA,West
Hilaria,Clapp,F,1/26/1991,26.52,43,4/4/2012,2012,Wednesday,5.32,109351,28%,CA,West
Raye,Babb,F,10/7/1964,52.84,45,1/12/1990,1990,Friday,27.56,143576,15%,KS,Midwest
Maryanne,Lemke,F,8/11/1988,28.98,55,4/8/2011,2011,Friday,6.31,55188,1%,KS,Midwest
Hyun,Sacco,F,3/11/1995,22.4,42,5/18/2016,2016,Wednesday,1.19,187490,1%,FL,South
Shelia,Meyer,F,10/8/1994,22.82,58,7/2/2016,2016,Saturday,1.07,139169,24%,CA,West
Chandra,Melvin,F,6/12/1980,37.15,55,4/1/2015,2015,Wednesday,2.33,188380,5%,ME,Northeast
Marianela,Pannell,F,2/11/1971,46.49,45,4/18/2015,2015,Saturday,2.28,198004,13%,IN,Midwest
